scenario,sample,side,milliseconds,warmup,exit_code
application,26,native,138.472935,False,0
application,27,after,1118.447967,False,0
application,27,native,141.225329,False,0
application,27,before,1231.106579,False,0
application,28,native,139.268454,False,0
application,28,before,1203.362813,False,0
application,28,after,1158.788203,False,0
application,29,native,139.732874,False,0
application,29,after,1050.908583,False,0
application,29,before,1150.960661,False,0
application,30,before,1297.166869,False,0
application,30,after,1110.737602,False,0
application,30,native,137.562734,False,0
library,0,before,1315.988719,True,0
library,0,native,188.150327,True,0
library,0,after,1204.900244,True,0
library,1,after,1278.010916,False,0
library,1,before,1377.700974,False,0
library,1,native,193.647836,False,0
library,2,after,1353.340854,False,0
library,2,native,177.734942,False,0
library,2,before,1372.817148,False,0
library,3,native,187.172815,False,0
library,3,before,1612.265553,False,0
library,3,after,1398.658281,False,0
library,4,native,250.659621,False,0
library,4,after,1376.2931,False,0
library,4,before,1529.696201,False,0
library,5,before,1493.735655,False,0
library,5,after,1711.503314,False,0
library,5,native,254.560792,False,0
library,6,before,1833.170977,False,0
library,6,native,241.660249,False,0
library,6,after,1472.009531,False,0
library,7,after,1373.43835,False,0
library,7,before,1531.056874,False,0
library,7,native,179.664808,False,0
library,8,after,1524.268046,False,0
library,8,native,207.727717,False,0
library,8,before,1441.92806,False,0
library,9,native,180.8949,False,0
library,9,before,1420.869934,False,0
library,9,after,1398.311145,False,0
library,10,native,187.268251,False,0
library,10,after,1263.832805,False,0
library,10,before,1443.883306,False,0
library,11,before,1429.986063,False,0
library,11,after,1441.812504,False,0
library,11,native,184.161775,False,0
library,12,before,1474.60789,False,0
library,12,native,179.848293,False,0
library,12,after,1395.833565,False,0
library,13,after,1376.373144,False,0
library,13,before,1592.052314,False,0
library,13,native,171.60228,False,0
library,14,after,1394.039403,False,0
library,14,native,190.742984,False,0
library,14,before,1456.54018,False,0
library,15,native,214.511384,False,0
library,15,before,1364.463045,False,0
library,15,after,1359.604018,False,0
library,16,native,187.368293,False,0
library,16,after,1422.203889,False,0
library,16,before,1601.73569,False,0
library,17,before,1623.569759,False,0
library,17,after,1377.052659,False,0
library,17,native,187.847647,False,0
library,18,before,1424.586591,False,0
library,18,native,191.949221,False,0
library,18,after,1300.45735,False,0
library,19,after,1397.95128,False,0
library,19,before,1610.292598,False,0
library,19,native,181.683561,False,0
library,20,after,1495.226844,False,0
library,20,native,181.571458,False,0
library,20,before,1463.550006,False,0
library,21,native,185.217754,False,0
library,21,before,1476.706016,False,0
library,21,after,1389.413858,False,0
library,22,native,181.598706,False,0
library,22,after,1303.032167,False,0
library,22,before,1489.539168,False,0
library,23,before,1577.571118,False,0
library,23,after,1351.000964,False,0
library,23,native,175.753784,False,0
library,24,before,1539.741296,False,0
library,24,native,182.556181,False,0
library,24,after,1354.446042,False,0
library,25,after,1443.120117,False,0
library,25,before,1517.500895,False,0
library,25,native,179.785861,False,0
library,26,after,1404.046325,False,0
library,26,native,187.432395,False,0
library,26,before,1449.501711,False,0
library,27,native,183.639384,False,0
library,27,before,1441.329201,False,0
library,27,after,1467.718472,False,0
library,28,native,187.072327,False,0
library,28,after,1455.829416,False,0
library,28,before,1449.541677,False,0
library,29,before,1474.034253,False,0
library,29,after,1325.767417,False,0
library,29,native,191.80992,False,0
library,30,before,1498.286008,False,0
library,30,native,179.583655,False,0
library,30,after,1591.839196,False,0
