label,timed,warmup,trace_id,process_ms,before_root_ms,root_ms,after_root_ms,cargo_exec_ms,non_exec_process_ms,query_count,spans,declared_engine_spans,received_engine_spans,gate_exit,replay_drift,complete_expected_execs
library-9-after-messages,False,False,110693a7a57e28b321131a83d6292832,754.577578,28.337621,717.521508,8.721506,0,754.577578,12,184,163,163,0,-0.1%,True
library-10-after,True,False,9e825029208ec2e4c1e89e9c763fb756,1555.778051,27.179479,1518.42618,10.175985,290.468412,1265.309639,30,524,503,503,0,-0.1%,True
library-10-before,True,False,416e22976cfd717cbbd201537165974b,3451.701216,29.219682,3410.749363,11.736773,283.264483,3168.436733,30,533,512,512,0,-0.0%,True
library-10-before-messages,False,False,46acbd48ff7b28d8c99dd4cdfc605478,751.181839,42.384681,697.889065,10.912526,0,751.181839,12,184,163,163,0,-0.0%,True
library-10-after-messages,False,False,15e6f4c2de53c9129a09e2646326baa3,906.869135,27.826024,867.556784,11.490438,0,906.869135,12,184,163,163,0,-0.0%,True
library-11-before,True,False,0350d7228b4926f20845b3ed13fd6035,3155.300332,27.811564,3116.274236,11.219877,261.901417,2893.3989149999998,30,533,512,512,0,-0.0%,True
library-11-after,True,False,3a3d3ea2127fc6f17abd394180e8c9e6,1719.169014,29.366705,1679.62841,10.17726,285.884423,1433.284591,30,524,503,503,0,-0.1%,True
library-11-before-messages,False,False,28f9e29babded451d75a2f4ccd140db1,833.176112,30.25887,792.566091,10.355305,0,833.176112,12,184,163,163,0,-0.0%,True
library-11-after-messages,False,False,68c7f6ece343343e768a0d36ae31f467,831.75689,26.886167,795.830126,9.043649,0,831.75689,12,184,163,163,0,-0.1%,True
library-12-before,True,False,0fe11825ec1f68f8b301b675aaa2f504,3160.883753,28.074582,3125.615236,7.197959,263.654379,2897.229374,30,533,512,512,0,-0.0%,True
library-12-after,True,False,91e35b31b605d79ee2d8e1f580dc596a,1527.316801,27.021525,1488.669118,11.63141,251.533618,1275.783183,30,524,503,503,0,-0.1%,True
library-12-before-messages,False,False,95859ae0671d862f5a87165a805a17fe,779.529529,28.068111,739.453362,12.01145,0,779.529529,12,184,163,163,0,-0.0%,True
library-12-after-messages,False,False,fee0b33d74091086df07a152feb880a0,908.53273,27.402824,870.261597,10.871544,0,908.53273,12,184,163,163,0,-0.0%,True
library-13-after,True,False,f705030fb97610a0a2a36dc3e6b8a442,1621.259906,26.803801,1583.518702,10.941167,262.604889,1358.655017,30,524,503,503,0,-0.1%,True
library-13-before,True,False,941301338010c7ccee66bb540f4a9f54,3451.502607,27.879879,3411.309234,12.318151,313.961148,3137.541459,30,533,512,512,0,-0.0%,True
library-13-before-messages,False,False,da07581e1dbb2bea5ac684c633c112e9,746.549597,27.35819,708.241431,10.953766,0,746.549597,12,184,163,163,0,-0.0%,True
library-13-after-messages,False,False,c6c880cb0bc89b94ebc7d3cbd7a18109,916.506472,28.883744,876.046937,11.580188,0,916.506472,12,184,163,163,0,-0.0%,True
library-14-after,True,False,20b87e42996c0c38ac27eda9606d358e,1645.13996,26.717254,1609.458808,8.968227,269.672275,1375.467685,30,523,0,503,1,-0.1%,False
library-14-before,True,False,ef71f70ec488b4f5c5e05750f310b14d,3281.476934,27.777905,3242.951105,10.752269,263.03184,3018.4450939999997,30,533,512,512,0,-0.0%,True
library-14-before-messages,False,False,8f8583f639b166cfbc5b6398a32d7e50,730.771059,29.366216,689.810735,11.599375,0,730.771059,12,184,163,163,0,-0.1%,True
library-14-after-messages,False,False,0d319e4eba2fcb9eed0eab03c7deeb28,798.028345,28.695467,759.562526,9.775173,0,798.028345,12,184,163,163,0,-0.0%,True
library-15-before,True,False,2b6594dd2f1ae0084d80b9e252a3b796,3280.297413,27.794706,3243.483766,9.023741,262.616255,3017.681158,30,533,512,512,0,-0.0%,True
library-15-after,True,False,0549ef579870913f22263dbd9a0c24f4,1749.407988,34.534352,1702.725665,12.152521,259.862495,1489.5454929999999,30,524,503,503,0,-0.1%,True
library-15-before-messages,False,False,21bf2d1b2838425391ad78d45767a218,740.222637,29.971762,698.545472,11.71633,0,740.222637,12,184,163,163,0,-0.0%,True
library-15-after-messages,False,False,ba037f460d9c3ab1585e976e7cfcaab9,805.234927,27.129883,767.642029,10.466853,0,805.234927,12,184,163,163,0,-0.0%,True
library-16-after,True,False,639eeb336ef5718e34544af5ba2dd61d,1802.279012,26.901967,1763.258362,12.122927,344.92906,1457.349952,30,524,503,503,0,-0.1%,True
library-16-before,True,False,bf310ed148a441533496caeace465f9a,3187.508748,27.549536,3149.178276,10.786023,286.80964,2900.6991080000003,30,533,512,512,0,-0.0%,True
library-16-before-messages,False,False,0b9cab2b72a340503a7d641b6281782e,854.740614,27.188205,817.035603,10.520587,0,854.740614,12,184,163,163,0,-0.0%,True
library-16-after-messages,False,False,cf43fb701e874e93223c857ec560f74c,830.590318,28.816195,792.033803,9.74495,0,830.590318,12,184,163,163,0,-0.0%,True
library-17-before,True,False,fff75d246dd0ebe812a698857fab1d46,3029.026729,27.154762,2988.071644,13.803962,259.401572,2769.6251570000004,30,533,512,512,0,-0.0%,True
library-17-after,True,False,7eac3b396c1aac738566ff0a605ea34a,1664.012249,30.075749,1625.695783,8.245395,305.085589,1358.92666,30,524,503,503,0,-0.1%,True
library-17-before-messages,False,False,0a56e7f82afacf57c6faf605baf99a3b,733.627755,27.12372,694.734577,11.774297,0,733.627755,12,184,163,163,0,-0.1%,True
library-17-after-messages,False,False,525342eef130dd1f45c0e27f0629eb1f,721.680629,27.888412,680.993449,12.803582,0,721.680629,12,184,163,163,0,-0.0%,True
library-18-before,True,False,ac827ba6b7019e5152d618e47a261ed0,3251.568231,29.82563,3211.370743,10.378882,274.476364,2977.091867,30,533,512,512,0,-0.0%,True
library-18-after,True,False,f4b9f3643066f0f019ddd8f21b0ae348,1679.678338,26.736765,1640.9111,12.03378,307.512627,1372.1657109999999,30,524,503,503,0,-0.1%,True
library-18-before-messages,False,False,c7935aa794a2fca88cb036ded6bf1355,753.974404,26.982488,714.906112,12.090782,0,753.974404,12,184,163,163,0,-0.0%,True
library-18-after-messages,False,False,ebc1cbfcf512f5988c9c751842e745a9,849.001768,28.112746,813.116222,7.777115,0,849.001768,12,184,163,163,0,-0.1%,True
library-19-after,True,False,b68695bbbc2b0d1f85a4d474b08dd8d3,1571.682443,26.915465,1533.833677,10.937437,280.737957,1290.9444859999999,30,524,503,503,0,-0.1%,True
library-19-before,True,False,e519ff36495500d79eac4fdb07de619b,3219.018205,27.77807,3179.020577,12.225133,248.744702,2970.273503,30,533,512,512,0,-0.0%,True
library-19-before-messages,False,False,10e7175dc2ffb4859202e31dbcfe83c6,791.961355,27.031427,753.801996,11.132698,0,791.961355,12,184,163,163,0,-0.1%,True
library-19-after-messages,False,False,1a374280f7ac76ba44e8b20d1dab2630,826.446864,27.934203,788.105559,10.411464,0,826.446864,12,184,163,163,0,-0.0%,True
library-20-after,True,False,5ecb8a962d6d562e089ab81de152219d,1589.916897,27.521453,1550.290007,12.108799,268.145399,1321.771498,30,524,503,503,0,-0.1%,True
library-20-before,True,False,f83de50956292fc50ecb281c490002d4,2979.962065,27.028451,2943.511636,9.42603,267.881898,2712.080167,30,533,512,512,0,-0.0%,True
library-20-before-messages,False,False,f87565e467bd59c819ec1c16d357b1f3,780.728069,29.766033,738.22697,12.740077,0,780.728069,12,184,163,163,0,-0.1%,True
library-20-after-messages,False,False,5005d83cb891e1d49ac7c03be512fba0,772.841404,26.54101,731.06335,15.241358,0,772.841404,12,184,163,163,0,-0.0%,True
library-21-before,True,False,a6156ffa35e74431797d07280847bf86,3208.684682,27.455439,3160.581508,20.652491,290.908079,2917.7766030000003,30,532,0,512,1,-0.0%,False
library-21-after,True,False,3bfaee63010b16d2329a6422b759f5a7,1582.777084,38.487793,1533.941741,10.351865,281.298985,1301.478099,30,524,503,503,0,-0.1%,True
library-21-before-messages,False,False,a5568ec85abb741a3c35717995a07104,766.675796,28.53353,728.6899,9.456244,0,766.675796,12,184,163,163,0,-0.1%,True
library-21-after-messages,False,False,1a7af3badc85ef099011e5dca79e379b,769.547104,27.0175,731.25547,11.277965,0,769.547104,12,184,163,163,0,-0.0%,True
library-22-after,True,False,61f6632fc279659a7030b0f708a9f952,1662.009667,28.229217,1621.303005,12.481432,289.191098,1372.818569,30,524,503,503,0,-0.0%,True
library-22-before,True,False,9eb0f05e59fb0198f9543eb7d9afde63,3172.551247,26.889696,3134.601201,11.065126,262.988744,2909.562503,30,533,512,512,0,-0.0%,True
library-22-before-messages,False,False,7cc35990285aea9bc387f9677a0cc9bd,836.458309,26.943713,801.04433,8.473022,0,836.458309,12,184,163,163,0,-0.0%,True
library-22-after-messages,False,False,37b86cec82c7a29f3212f0e89ebd01b6,712.92145,28.069034,673.987261,10.86908,0,712.92145,12,184,163,163,0,-0.1%,True
library-23-before,True,False,c50f42f829b305a54d47db70a8749747,3105.287818,27.703291,3061.78764,15.800991,263.47238,2841.8154379999996,30,533,512,512,0,-0.0%,True
library-23-after,True,False,6e9961978cd7ac3f810048d9919891dc,1593.159148,28.159512,1553.979085,11.024565,288.798822,1304.360326,30,524,503,503,0,-0.1%,True
library-23-before-messages,False,False,ddb9143393c63eeab7246f62ae2050ff,727.415193,27.573691,686.881843,12.963943,0,727.415193,12,184,163,163,0,-0.0%,True
library-23-after-messages,False,False,40ea0fadf3d341550dff35c95baa9cbc,730.61096,35.863243,683.617021,11.135362,0,730.61096,12,184,163,163,0,-0.1%,True
library-24-before,True,False,14c6b37c699413cc35e4a378a84222e4,3110.709133,26.845832,3073.047814,10.81908,279.821127,2830.8880059999997,30,533,512,512,0,-0.0%,True
library-24-after,True,False,ce6aa8894ddd14da94e77ae714086e5f,1609.507156,28.050884,1574.609612,6.851758,272.745987,1336.7611689999999,30,524,503,503,0,-0.1%,True
library-24-before-messages,False,False,5fa582e3a2fe13c6850330cfafa599ff,722.873783,28.475493,683.066307,11.336636,0,722.873783,12,184,163,163,0,-0.0%,True
library-24-after-messages,False,False,a86734e8028ec2424274b452a191044f,741.39864,27.614893,704.901888,8.885709,0,741.39864,12,184,163,163,0,-0.0%,True
library-25-after,True,False,a0bc463891fcdfb16270ecd0053863db,1478.040619,31.527279,1436.67331,9.844602,246.806282,1231.234337,30,524,503,503,0,-0.1%,True
library-25-before,True,False,f2750b6ca5c501dff0eb97dd895fced0,3203.477013,29.383408,3163.904143,10.194943,264.142964,2939.334049,30,533,512,512,0,-0.0%,True
library-25-before-messages,False,False,522740c7d45d2a37a00b9802f79d775a,729.561286,27.557577,690.052758,11.954989,0,729.561286,12,184,163,163,0,-0.0%,True
library-25-after-messages,False,False,8c5b4845dc317020e628faddfd97974b,823.392599,27.298772,786.012837,10.085493,0,823.392599,12,184,163,163,0,-0.0%,True
library-26-after,True,False,5cc563f6bacfd8944b04308fa4284e2a,1480.492492,30.080373,1438.666964,11.749369,270.641557,1209.8509350000002,30,524,503,503,0,-0.1%,True
library-26-before,True,False,c1a269b23dae118b667a7b140998a053,3014.273427,27.020758,2969.578429,17.679408,269.627817,2744.64561,30,533,512,512,0,-0.0%,True
library-26-before-messages,False,False,84e0a0cb36d2260aa0ce733a09de6012,772.976944,54.051805,707.680869,11.248113,0,772.976944,12,184,163,163,0,-0.0%,True
library-26-after-messages,False,False,b3ceee37565bbcdb08b5b160f5ade8d0,822.23003,29.067713,784.200629,8.965457,0,822.23003,12,184,163,163,0,-0.0%,True
library-27-before,True,False,e55714c252e8c8cfdbeeb3fe8e7fb3af,3082.581381,28.634647,3042.831875,11.119735,285.245605,2797.335776,30,533,512,512,0,-0.0%,True
library-27-after,True,False,b955f0cd304765493b94710ed84ab096,1595.012245,28.188033,1554.576444,12.252101,269.637138,1325.3751069999998,30,523,0,503,1,-0.1%,False
library-27-before-messages,False,False,06dcb69069a11a7928dadab91e6fbd43,900.01757,26.823941,860.317715,12.879685,0,900.01757,12,184,163,163,0,-0.0%,True
library-27-after-messages,False,False,d5f21de9c0e4e1b0a16234ce57de4440,726.695145,28.933767,684.209094,13.555904,0,726.695145,12,184,163,163,0,-0.1%,True
library-28-after,True,False,98fd1c5b4cd1cc66d0babf961cbf19f4,1639.123131,28.239025,1600.673667,10.214205,252.853146,1386.2699850000001,30,524,503,503,0,-0.1%,True
library-28-before,True,False,6ad298d4c6d9549972d560d517d99804,3046.186137,28.451678,3005.537472,12.201562,250.484272,2795.701865,30,533,512,512,0,-0.0%,True
library-28-before-messages,False,False,e68ef1d67e61e2bd26477ee3338bfcfe,872.962562,34.702783,828.218377,10.045398,0,872.962562,12,184,163,163,0,-0.1%,True
library-28-after-messages,False,False,996fa98653deb67efe0685694bba129d,799.023535,26.972352,760.858401,11.19742,0,799.023535,12,184,163,163,0,-0.0%,True
library-29-before,True,False,f86efe01752a9860f1440809f366a0d6,3135.466978,27.266936,3096.907607,11.29756,256.929874,2878.537104,30,533,512,512,0,-0.0%,True
library-29-after,True,False,9959d89f67e0b70ba1ab933a221b1d11,1751.880368,30.118925,1712.589301,9.17611,292.20586,1459.674508,30,524,503,503,0,-0.1%,True
library-29-before-messages,False,False,1be0bf73c49dd8923c603c4babc46924,793.647267,28.959491,752.466845,12.225429,0,793.647267,12,184,163,163,0,-0.0%,True
library-29-after-messages,False,False,dac0b3b50ed6955508a262a599c9e105,848.004399,28.170101,809.213371,10.624996,0,848.004399,12,184,163,163,0,-0.0%,True
library-30-before,True,False,5eddb16a63ca281a99b2b8e256bb4498,2942.448628,31.354271,2900.380684,10.718114,281.761288,2660.68734,30,533,512,512,0,-0.0%,True
library-30-after,True,False,599008dcc1a62e69c6cc3ebf04ac8014,1851.050775,28.566276,1812.308429,10.182033,264.373211,1586.6775639999998,30,524,503,503,0,-0.1%,True
library-30-before-messages,False,False,b48e7abb7848b8ef952d01642cd72181,857.882886,35.80354,812.554658,9.529212,0,857.882886,12,184,163,163,0,-0.0%,True
library-30-after-messages,False,False,53dd6d44bf3ade6a3efcd3099094452a,719.465595,27.886657,679.15572,12.427908,0,719.465595,12,184,163,163,0,-0.1%,True
